48
&
entradas/human_genoma_pequeno
*
2
5
1;3.695340
2;10.499347
3;7.624523
4;6.683324
5;11.509161
-
50
1;3.495781
2;10.348808
3;7.541844
4;6.576651
5;11.355846
6;10.093942
7;8.234487
8;7.521544
9;9.094009
10;15.489706
11;11.600807
12;135.737674
13;23.845237
14;73.985710
15;113.235536
16;73.911221
17;43.933394
18;4.859832
19;73.793281
20;47.704490
21;44.419524
22;4.999960
23;5.952799
24;4.444316
25;6.985931
26;6.153889
27;76.109146
28;7.265339
29;11.083213
30;5.650042
31;30.150311
32;8.666629
33;13.562732
34;68.518102
35;166.195568
36;5.046843
37;69.631588
38;16.735674
39;58.999954
40;124.706864
41;3.770716
42;5.253549
43;4.327341
44;4.549065
45;9.816961
46;8.848285
47;6.285937
48;24.600832
49;9.519886
50;52.075577
5
1;3.551345
2;10.463555
3;7.650807
4;6.727675
5;11.544207
-
50
1;3.473481
2;10.318057
3;7.537978
4;6.564982
5;11.394938
6;10.123126
7;8.264429
8;7.525240
9;9.106570
10;15.512705
11;11.630220
12;135.764598
13;23.853872
14;74.044743
15;113.129176
16;74.024689
17;43.913117
18;4.858994
19;73.916816
20;47.712693
21;44.508475
22;4.936068
23;5.951253
24;4.464190
25;6.927999
26;6.189494
27;76.179687
28;7.291238
29;11.089398
30;5.641244
31;30.176678
32;8.659745
33;13.582056
34;68.602723
35;165.884032
36;5.053551
37;69.657079
38;16.760637
39;59.117803
40;124.710861
41;3.770869
42;5.208455
43;4.347421
44;4.575613
45;9.827273
46;8.834997
47;6.288067
48;24.620407
49;9.543853
50;52.193886
5
1;3.561738
2;10.453870
3;7.613500
4;6.672248
5;11.520304
-
50
1;3.479583
2;10.305249
3;7.530578
4;6.544652
5;11.364230
6;10.085603
7;8.248996
8;7.514992
9;9.095619
10;15.478222
11;11.607650
12;135.273080
13;23.765484
14;73.827639
15;112.965879
16;73.813836
17;43.792371
18;4.868610
19;73.749094
20;47.580102
21;44.267031
22;4.929553
23;5.949848
24;4.453775
25;6.929617
26;6.138277
27;76.066026
28;7.328962
29;11.035684
30;5.591380
31;30.069167
32;8.722163
33;13.558474
34;68.154738
35;166.064821
36;5.033450
37;69.655598
38;16.708385
39;58.888806
40;124.478394
41;3.795018
42;5.197613
43;4.322807
44;4.574410
45;9.772946
46;8.817311
47;6.292421
48;24.632005
49;9.498374
50;51.979199
5
1;3.552439
2;10.457979
3;7.641427
4;6.682952
5;11.536193
-
50
1;3.480166
2;10.330726
3;7.557896
4;6.566238
5;11.363750
6;10.089653
7;8.261111
8;7.542727
9;9.091608
10;15.542668
11;11.595700
12;135.136768
13;23.957339
14;73.927729
15;113.151418
16;73.927644
17;43.943548
18;4.859663
19;73.855489
20;47.785596
21;44.312359
22;4.928014
23;5.938568
24;4.438869
25;6.920653
26;6.131326
27;76.071285
28;7.291377
29;11.107775
30;5.600389
31;30.183438
32;8.680465
33;13.551280
34;68.230017
35;166.118012
36;5.045393
37;69.628226
38;16.758425
39;58.983297
40;124.599571
41;3.778098
42;5.215102
43;4.324283
44;4.584029
45;9.842752
46;8.891141
47;6.332756
48;24.648226
49;9.539976
50;52.041053
5
1;3.552421
2;10.441149
3;7.653891
4;6.678849
5;11.542121
-
50
1;3.477232
2;10.295313
3;7.512818
4;6.540685
5;11.333422
6;10.083444
7;8.209350
8;7.515752
9;9.099386
10;15.502842
11;11.669415
12;135.342416
13;23.812717
14;73.961885
15;113.003104
16;73.881189
17;43.850591
18;4.861292
19;73.763129
20;47.650583
21;44.359308
22;4.961730
23;5.951266
24;4.464218
25;6.947431
26;6.173727
27;76.230203
28;7.294035
29;11.184038
30;5.634931
31;30.071354
32;8.663547
33;13.562927
34;68.291063
35;166.061185
36;5.047788
37;69.576034
38;16.724135
39;58.900399
40;124.276559
41;3.780130
42;5.242228
43;4.327801
44;4.587745
45;9.798245
46;8.856416
47;6.315494
48;24.577321
49;9.538097
50;51.988912
*
4
5
1;2.042799
2;6.215602
3;4.424164
4;3.745198
5;6.788280
-
50
1;1.997363
2;6.137428
3;4.365639
4;3.673043
5;6.738710
6;5.717010
7;4.563513
8;4.268158
9;5.209209
10;9.885159
11;6.943210
12;93.575509
13;16.454491
14;50.231967
15;77.895680
16;50.168015
17;30.502164
18;2.708369
19;50.198020
20;33.272073
21;30.821784
22;2.749391
23;3.308327
24;2.491278
25;3.958173
26;3.418715
27;51.806594
28;4.136794
29;6.184835
30;3.041619
31;20.933844
32;4.999285
33;8.120933
34;46.726267
35;114.481567
36;2.767084
37;47.275547
38;11.260864
39;39.784764
40;85.461319
41;2.102001
42;2.804494
43;2.370590
44;2.554562
45;5.250073
46;4.871801
47;3.599180
48;16.124694
49;5.971896
50;35.385398
5
1;2.042003
2;6.210116
3;4.423540
4;3.772308
5;6.807603
-
50
1;2.002766
2;6.166228
3;4.351040
4;3.667329
5;6.682391
6;5.686387
7;4.568211
8;4.261160
9;5.197265
10;9.919313
11;7.094464
12;93.573840
13;16.405696
14;50.143704
15;77.775463
16;50.143044
17;30.435296
18;2.690171
19;50.075367
20;33.122614
21;30.827040
22;2.742868
23;3.312068
24;2.493239
25;3.958981
26;3.408706
27;51.720262
28;4.158125
29;6.161423
30;3.035646
31;20.851839
32;4.976158
33;8.079547
34;46.664493
35;114.534706
36;2.759343
37;47.321244
38;11.260770
39;39.785428
40;85.451515
41;2.104042
42;2.797972
43;2.367895
44;2.563310
45;5.226432
46;4.865230
47;3.573542
48;16.104586
49;5.969605
50;35.348984
5
1;2.042072
2;6.217277
3;4.401776
4;3.740300
5;6.817536
-
50
1;2.002908
2;6.160379
3;4.358542
4;3.665292
5;6.689368
6;5.683395
7;4.564993
8;4.259746
9;5.208641
10;9.868951
11;6.991508
12;93.555820
13;16.398376
14;50.145008
15;77.694391
16;50.133325
17;30.500839
18;2.710639
19;50.095203
20;33.157087
21;30.798356
22;2.745432
23;3.295011
24;2.485070
25;3.955473
26;3.411824
27;51.735144
28;4.118234
29;6.150865
30;3.032355
31;20.903057
32;4.984068
33;8.125431
34;46.741326
35;114.454619
36;2.767320
37;47.253070
38;11.250623
39;39.749675
40;85.362108
41;2.096919
42;2.798439
43;2.353939
44;2.550934
45;5.201755
46;4.891103
47;3.564621
48;16.100374
49;5.956271
50;35.380226
5
1;2.042695
2;6.224649
